*************** Q table for run 0 ***************
State#	Xcoord	Ycoord	|	North	East	South	West
2		0		2		|	-2.317	-2.415	-2.358	-2.300
3		0		3		|	-2.042	-2.038	-2.133	-2.085
4		0		4		|	-1.713	-1.765	-1.697	-1.700
5		0		5		|	-1.406	-1.438	-1.395	-1.391
6		0		6		|	-1.124	-1.131	-1.120	-1.100
7		0		7		|	-0.846	-0.856	-0.892	-0.800
8		0		8		|	-0.748	-0.763	-0.718	-0.700
9		0		9		|	-0.698	-0.671	-0.726	-0.700
10		1		0		|	-2.391	-2.314	-2.388	-2.393
11		1		1		|	-2.457	-2.162	-2.389	-2.435
12		1		2		|	-2.595	1.325	-2.590	-2.539
13		1		3		|	-2.115	-2.096	-2.099	-2.124
14		1		4		|	-1.689	-1.717	-1.660	-1.692
15		1		5		|	-1.265	-1.295	-1.288	-1.342
16		1		6		|	-0.896	-0.730	-1.030	-1.021
17		1		7		|	-0.741	-0.741	-0.763	-0.723
18		1		8		|	-0.689	-0.677	-0.638	-0.668
19		1		9		|	-0.600	-0.661	-0.618	-0.622
20		2		0		|	-2.255	-2.341	-2.292	-2.337
21		2		1		|	1.734	-2.523	-2.508	-2.502
22		2		2		|	0.672	3.000	-0.238	-0.818
23		2		3		|	-2.097	3.200	-1.915	-2.094
24		2		4		|	-1.450	-1.248	-1.489	-1.473
25		2		5		|	-0.895	-0.380	-0.925	-0.949
26		2		6		|	-0.573	1.167	-0.624	-0.749
27		2		7		|	-0.598	-0.546	-0.596	-0.546
28		2		8		|	-0.582	-0.571	-0.596	-0.522
29		2		9		|	-0.490	-0.572	-0.575	-0.527
30		3		0		|	-1.737	-2.069	-2.100	-2.106
31		3		1		|	2.685	-1.723	-2.092	-1.585
32		3		2		|	2.892	4.000	0.946	1.393
33		3		3		|	-1.172	4.950	-1.083	-1.262
34		3		4		|	-0.887	1.915	-1.043	-0.994
35		3		5		|	2.332	-0.487	-0.544	-0.552
36		3		6		|	-0.200	6.193	-0.200	-0.525
37		3		7		|	-0.382	-0.299	-0.137	-0.329
38		3		8		|	-0.400	-0.473	-0.399	-0.420
39		3		9		|	-0.500	-0.481	-0.501	-0.412
40		4		0		|	-1.783	-1.791	-1.800	-1.859
41		4		1		|	3.634	-1.670	-1.801	-1.486
42		4		2		|	4.430	5.000	1.684	2.424
43		4		3		|	0.145	6.000	-0.169	0.570
44		4		4		|	-0.508	6.594	-0.023	-0.590
45		4		5		|	-0.151	6.617	0.309	-0.226
46		4		6		|	-0.200	8.806	0.000	0.403
47		4		7		|	-0.402	0.772	-0.206	-0.200
48		4		8		|	-0.390	-0.371	-0.390	-0.327
49		4		9		|	-0.400	-0.389	-0.390	-0.419
50		5		0		|	-0.889	-1.423	-1.496	-1.527
51		5		1		|	4.688	-1.218	-1.526	-1.303
52		5		2		|	6.000	2.125	2.803	3.470
53		5		3		|	7.000	4.877	4.598	4.328
54		5		4		|	8.000	7.003	5.495	3.635
55		5		5		|	9.000	8.462	5.503	3.456
56		5		6		|	3.203	10.000	6.565	4.961
57		5		7		|	-0.200	6.542	-0.100	-0.409
58		5		8		|	-0.200	-0.289	-0.281	-0.220
59		5		9		|	-0.200	-0.200	-0.281	-0.310
60		6		0		|	-1.147	-1.198	-1.084	-1.129
61		6		1		|	-0.998	-1.083	-1.023	-1.027
62		6		2		|	5.255	-0.761	-0.854	-0.777
63		6		3		|	7.787	-0.499	-0.554	0.791
64		6		4		|	8.991	-0.150	-0.100	1.249
65		6		5		|	10.000	-0.035	1.408	1.070
66		6		6		|	0.000	0.000	0.000	0.000
67		6		7		|	-0.100	-0.100	9.354	0.000
68		6		8		|	-0.200	-0.200	0.009	-0.100
69		6		9		|	-0.200	-0.200	-0.190	-0.200
70		7		0		|	-0.984	-1.008	-0.997	-1.022
71		7		1		|	-0.913	-0.955	-0.921	-0.875
72		7		2		|	-0.719	-0.781	-0.726	-0.693
73		7		3		|	-0.530	-0.500	-0.542	-0.473
74		7		4		|	-0.271	-0.309	-0.320	2.168
75		7		5		|	-0.100	-0.100	-0.110	1.477
76		7		6		|	-0.100	-0.189	0.000	2.710
77		7		7		|	-0.200	-0.100	-0.100	-0.100
78		7		8		|	-0.200	-0.110	-0.200	-0.200
79		7		9		|	-0.190	-0.200	-0.200	-0.200
80		8		0		|	-0.883	-0.799	-0.790	-0.864
81		8		1		|	-0.850	-0.770	-0.800	-0.850
82		8		2		|	-0.725	-0.704	-0.714	-0.732
83		8		3		|	-0.563	-0.490	-0.530	-0.507
84		8		4		|	-0.382	-0.408	-0.310	-0.389
85		8		5		|	-0.290	-0.218	-0.200	-0.240
86		8		6		|	-0.200	-0.200	-0.200	0.098
87		8		7		|	-0.200	-0.100	-0.200	-0.100
88		8		8		|	-0.200	-0.110	-0.200	-0.100
89		8		9		|	-0.200	-0.200	-0.190	-0.200
90		9		0		|	-0.770	-0.681	-0.700	-0.716
91		9		1		|	-0.731	-0.700	-0.683	-0.718
92		9		2		|	-0.664	-0.600	-0.592	-0.693
93		9		3		|	-0.570	-0.490	-0.509	-0.511
94		9		4		|	-0.472	-0.400	-0.400	-0.390
95		9		5		|	-0.388	-0.390	-0.300	-0.299
96		9		6		|	-0.200	-0.200	-0.291	-0.280
97		9		7		|	-0.200	-0.200	-0.200	-0.100
98		9		8		|	-0.200	-0.200	-0.200	-0.100
99		9		9		|	-0.200	-0.200	-0.190	-0.200

*************** Q table for run 6 ***************
State#	Xcoord	Ycoord	|	North	East	South	West
0		0		0		|	-2.335	-2.400	-2.400	-2.375
1		0		1		|	-2.406	-2.415	-2.377	-2.366
2		0		2		|	-2.311	-2.392	-2.317	-2.287
3		0		3		|	-2.115	-2.067	-2.081	-2.095
4		0		4		|	-1.797	-1.768	-1.829	-1.893
5		0		5		|	-1.446	-1.533	-1.492	-1.497
6		0		6		|	-1.147	-1.150	-1.245	-1.200
7		0		7		|	-0.908	-0.963	-0.985	-0.894
8		0		8		|	-0.847	-0.879	-0.856	-0.800
9		0		9		|	-0.800	-0.851	-0.834	-0.800
10		1		0		|	-2.458	-2.360	-2.394	-2.353
11		1		1		|	-2.268	-2.467	-2.472	-2.511
12		1		2		|	-2.538	1.173	-2.678	-2.496
13		1		3		|	-2.076	-2.078	-2.138	-2.135
14		1		4		|	-1.701	-1.672	-1.658	-1.724
15		1		5		|	-1.352	-1.315	-1.409	-1.325
16		1		6		|	-1.000	-1.004	-1.249	-1.017
17		1		7		|	-0.855	-0.837	-0.877	-0.906
18		1		8		|	-0.794	-0.757	-0.750	-0.802
19		1		9		|	-0.681	-0.753	-0.714	-0.815
20		2		0		|	-2.284	-2.341	-2.292	-2.277
21		2		1		|	-2.040	1.165	-2.422	-2.479
22		2		2		|	1.647	3.000	-1.130	-1.128
23		2		3		|	-2.071	3.964	-1.732	-2.031
24		2		4		|	-1.406	-0.073	-1.055	-1.440
25		2		5		|	-0.909	0.658	-0.950	-1.086
26		2		6		|	-0.830	-0.750	-0.782	-0.747
27		2		7		|	-0.662	-0.720	-0.741	-0.736
28		2		8		|	-0.667	-0.639	-0.723	-0.626
29		2		9		|	-0.600	-0.654	-0.702	-0.625
30		3		0		|	-1.750	-2.124	-2.100	-2.121
31		3		1		|	2.932	-2.106	-2.210	-2.092
32		3		2		|	4.000	3.278	0.883	1.428
33		3		3		|	4.004	5.000	2.548	2.482
34		3		4		|	-0.962	5.971	-0.174	-1.051
35		3		5		|	-0.552	6.624	0.318	-0.674
36		3		6		|	-0.376	0.064	-0.430	-0.426
37		3		7		|	-0.484	-0.438	-0.485	-0.453
38		3		8		|	-0.500	-0.465	-0.481	-0.553
39		3		9		|	-0.500	-0.480	-0.508	-0.544
40		4		0		|	-1.755	-1.772	-1.800	-1.849
41		4		1		|	-0.144	-1.663	-1.699	-1.750
42		4		2		|	4.969	-1.429	-1.532	-1.049
43		4		3		|	6.000	3.345	3.035	3.612
44		4		4		|	7.000	6.552	4.122	4.201
45		4		5		|	6.287	8.000	5.736	4.593
46		4		6		|	-0.263	8.579	-0.110	-0.233
47		4		7		|	-0.302	-0.155	0.940	-0.238
48		4		8		|	-0.300	-0.378	-0.375	-0.326
49		4		9		|	-0.390	-0.389	-0.399	-0.319
50		5		0		|	-1.428	-1.417	-1.400	-1.510
51		5		1		|	-1.266	-1.276	-1.324	-1.416
52		5		2		|	-0.814	-0.939	-0.947	-1.057
53		5		3		|	6.212	-0.536	-0.664	-0.563
54		5		4		|	7.996	2.397	0.248	0.390
55		5		5		|	8.380	9.000	5.753	6.438
56		5		6		|	0.251	9.988	0.800	1.068
57		5		7		|	-0.205	2.724	0.000	0.000
58		5		8		|	-0.200	-0.190	-0.128	-0.219
59		5		9		|	-0.300	-0.291	-0.281	-0.311
60		6		0		|	-1.143	-1.130	-1.194	-1.140
61		6		1		|	-0.938	-0.972	-0.934	-1.052
62		6		2		|	-0.218	-0.653	-0.621	-0.669
63		6		3		|	2.134	-0.300	-0.328	-0.295
64		6		4		|	8.879	-0.100	-0.100	0.731
65		6		5		|	10.000	5.139	7.006	7.471
66		6		6		|	0.000	0.000	0.000	0.000
67		6		7		|	-0.100	-0.100	7.176	0.000
68		6		8		|	-0.210	-0.110	-0.171	-0.110
69		6		9		|	-0.290	-0.218	-0.281	-0.300
70		7		0		|	-0.936	-0.917	-0.900	-1.002
71		7		1		|	-0.821	-0.748	-0.816	-0.776
72		7		2		|	-0.630	-0.589	-0.625	-0.642
73		7		3		|	-0.371	-0.400	-0.435	-0.339
74		7		4		|	-0.190	-0.200	-0.210	1.758
75		7		5		|	-0.100	-0.100	-0.116	8.083
76		7		6		|	-0.100	-0.100	-0.100	0.000
77		7		7		|	-0.100	-0.100	-0.100	-0.100
78		7		8		|	-0.200	-0.100	-0.100	-0.100
79		7		9		|	-0.200	-0.209	-0.190	-0.299
80		8		0		|	-0.768	-0.755	-0.800	-0.864
81		8		1		|	-0.666	-0.681	-0.716	-0.656
82		8		2		|	-0.570	-0.598	-0.518	-0.525
83		8		3		|	-0.454	-0.400	-0.410	-0.401
84		8		4		|	-0.290	-0.300	-0.300	-0.274
85		8		5		|	-0.200	-0.200	-0.210	-0.114
86		8		6		|	-0.200	-0.210	-0.100	-0.100
87		8		7		|	-0.200	-0.210	-0.100	-0.100
88		8		8		|	-0.290	-0.210	-0.100	-0.100
89		8		9		|	-0.200	-0.309	-0.200	-0.281
90		9		0		|	-0.695	-0.700	-0.700	-0.716
91		9		1		|	-0.665	-0.600	-0.694	-0.638
92		9		2		|	-0.571	-0.590	-0.618	-0.519
93		9		3		|	-0.474	-0.400	-0.409	-0.400
94		9		4		|	-0.390	-0.300	-0.309	-0.309
95		9		5		|	-0.290	-0.300	-0.300	-0.290
96		9		6		|	-0.290	-0.300	-0.300	-0.200
97		9		7		|	-0.290	-0.300	-0.300	-0.200
98		9		8		|	-0.290	-0.300	-0.300	-0.200
99		9		9		|	-0.290	-0.300	-0.290	-0.290

*************** Q table for run 7 ***************
State#	Xcoord	Ycoord	|	North	East	South	West
0		0		0		|	-2.387	-2.400	-2.364	-2.396
1		0		1		|	-2.341	-2.368	-2.416	-2.400
2		0		2		|	-2.331	-2.302	-2.323	-2.298
3		0		3		|	-2.068	-2.163	-2.086	-2.090
4		0		4		|	-1.800	-1.787	-1.834	-1.780
5		0		5		|	-1.524	-1.526	-1.514	-1.480
6		0		6		|	-1.283	-1.254	-1.257	-1.288
7		0		7		|	-1.052	-1.078	-1.106	-1.000
8		0		8		|	-0.955	-0.942	-0.981	-0.900
9		0		9		|	-0.873	-0.855	-0.930	-0.900
10		1		0		|	-2.313	-2.384	-2.299	-2.388
11		1		1		|	-2.400	-2.450	-2.382	-2.409
12		1		2		|	-2.437	1.545	-2.543	-2.508
13		1		3		|	-2.068	-2.140	-2.102	-2.131
14		1		4		|	-1.640	-1.691	-1.769	-1.811
15		1		5		|	-1.368	-1.325	-1.402	-1.418
16		1		6		|	-1.139	-1.170	-1.139	-1.136
17		1		7		|	-0.994	-0.925	-0.992	-0.926
18		1		8		|	-0.873	-0.851	-0.830	-0.837
19		1		9		|	-0.800	-0.751	-0.824	-0.787
20		2		0		|	-2.299	-2.290	-2.258	-2.259
21		2		1		|	1.702	-1.823	-2.419	-2.431
22		2		2		|	2.001	3.000	-0.021	-0.474
23		2		3		|	-2.080	3.935	-1.902	-2.035
24		2		4		|	-1.506	-1.024	-1.632	-1.559
25		2		5		|	-1.114	-1.162	-1.167	-1.168
26		2		6		|	-0.823	-0.795	-0.893	-0.974
27		2		7		|	-0.770	-0.708	-0.736	-0.770
28		2		8		|	-0.663	-0.716	-0.728	-0.653
29		2		9		|	-0.590	-0.632	-0.686	-0.636
30		3		0		|	-2.042	-2.075	-2.100	-2.047
31		3		1		|	2.673	-2.007	-2.094	-2.136
32		3		2		|	4.000	3.171	0.761	1.723
33		3		3		|	1.833	5.000	2.500	1.901
34		3		4		|	-1.089	4.675	-1.208	-1.158
35		3		5		|	-0.665	-0.713	-0.820	-0.780
36		3		6		|	-0.478	0.823	-0.441	-0.454
37		3		7		|	-0.488	-0.452	-0.486	-0.445
38		3		8		|	-0.514	-0.463	-0.419	-0.510
39		3		9		|	-0.489	-0.546	-0.490	-0.550
40		4		0		|	-1.666	-1.682	-1.700	-1.790
41		4		1		|	0.171	-1.570	-1.620	-1.635
42		4		2		|	4.956	-0.220	-1.570	-1.391
43		4		3		|	4.870	6.000	2.945	3.525
44		4		4		|	-0.525	6.934	-0.663	-0.565
45		4		5		|	-0.280	0.823	-0.327	-0.339
46		4		6		|	-0.190	4.384	-0.100	-0.110
47		4		7		|	-0.200	-0.181	0.159	-0.229
48		4		8		|	-0.302	-0.290	-0.292	-0.200
49		4		9		|	-0.487	-0.373	-0.290	-0.436
50		5		0		|	-1.266	-1.339	-1.300	-1.292
51		5		1		|	-0.586	-1.148	-1.132	-1.167
52		5		2		|	5.590	-0.810	-0.965	-0.816
53		5		3		|	6.180	7.000	3.235	4.610
54		5		4		|	2.107	8.000	1.845	0.729
55		5		5		|	1.931	8.784	0.000	-0.052
56		5		6		|	-0.100	8.784	0.000	0.000
57		5		7		|	-0.100	0.471	0.000	0.000
58		5		8		|	-0.200	-0.190	-0.165	-0.210
59		5		9		|	-0.200	-0.200	-0.281	-0.219
60		6		0		|	-1.012	-1.069	-1.097	-1.002
61		6		1		|	0.427	-0.749	-0.810	-0.791
62		6		2		|	6.597	-0.621	-0.668	-0.453
63		6		3		|	8.000	4.372	4.501	5.144
64		6		4		|	9.000	4.935	6.493	6.664
65		6		5		|	10.000	5.574	7.362	6.938
66		6		6		|	0.000	0.000	0.000	0.000
67		6		7		|	-0.100	-0.100	4.095	0.000
68		6		8		|	-0.100	-0.100	-0.190	-0.110
69		6		9		|	-0.200	-0.200	-0.100	-0.100
70		7		0		|	-0.847	-0.776	-0.800	-0.869
71		7		1		|	-0.724	-0.680	-0.718	-0.658
72		7		2		|	0.842	-0.499	-0.547	-0.462
73		7		3		|	-0.320	-0.458	-0.275	6.620
74		7		4		|	-0.100	-0.100	-0.100	7.466
75		7		5		|	-0.100	-0.209	0.421	8.311
76		7		6		|	-0.100	-0.100	-0.100	0.000
77		7		7		|	-0.100	-0.100	-0.100	-0.100
78		7		8		|	-0.100	-0.100	-0.100	-0.100
79		7		9		|	-0.200	-0.200	-0.100	-0.100
80		8		0		|	-0.669	-0.671	-0.598	-0.618
81		8		1		|	-0.655	-0.611	-0.599	-0.616
82		8		2		|	-0.472	-0.488	-0.520	-0.517
83		8		3		|	-0.372	-0.400	-0.311	0.466
84		8		4		|	-0.290	-0.219	-0.210	-0.187
85		8		5		|	-0.200	-0.200	-0.201	0.432
86		8		6		|	-0.200	-0.200	-0.200	-0.100
87		8		7		|	-0.200	-0.200	-0.200	-0.100
88		8		8		|	-0.200	-0.200	-0.200	-0.100
89		8		9		|	-0.200	-0.200	-0.200	-0.100
90		9		0		|	-0.682	-0.600	-0.690	-0.594
91		9		1		|	-0.571	-0.600	-0.599	-0.623
92		9		2		|	-0.480	-0.400	-0.493	-0.494
93		9		3		|	-0.381	-0.390	-0.409	-0.400
94		9		4		|	-0.299	-0.300	-0.309	-0.298
95		9		5		|	-0.200	-0.200	-0.291	-0.190
96		9		6		|	-0.190	-0.200	-0.200	-0.200
97		9		7		|	-0.200	-0.200	-0.190	-0.200
98		9		8		|	-0.200	-0.200	-0.200	-0.200
99		9		9		|	-0.290	-0.200	-0.200	-0.100

*************** Q table for run 8 ***************
State#	Xcoord	Ycoord	|	North	East	South	West
0		0		0		|	-2.368	-2.406	-2.381	-2.389
1		0		1		|	-2.313	-2.370	-2.372	-2.287
2		0		2		|	-2.299	-2.294	-2.239	-2.273
3		0		3		|	-1.979	-2.038	-2.117	-2.000
4		0		4		|	-1.714	-1.661	-1.706	-1.700
5		0		5		|	-1.363	-1.331	-1.495	-1.300
6		0		6		|	-1.140	-1.059	-1.134	-1.100
7		0		7		|	-0.904	-0.975	-0.974	-0.898
8		0		8		|	-0.748	-0.775	-0.850	-0.800
9		0		9		|	-0.690	-0.697	-0.731	-0.700
10		1		0		|	-2.366	-2.422	-2.400	-2.380
11		1		1		|	-2.382	-2.413	-2.421	-2.422
12		1		2		|	-2.407	1.608	-2.459	-2.424
13		1		3		|	-2.096	-1.991	-2.107	-2.043
14		1		4		|	-1.601	-1.568	-1.681	-1.599
15		1		5		|	-1.134	-0.791	-1.151	-1.202
16		1		6		|	-0.969	-0.922	-1.012	-0.915
17		1		7		|	-0.835	-0.845	-0.876	-0.826
18		1		8		|	-0.757	-0.659	-0.741	-0.719
19		1		9		|	-0.600	-0.680	-0.609	-0.618
20		2		0		|	-2.279	-2.330	-2.290	-2.327
21		2		1		|	-1.940	1.317	-2.432	-2.474
22		2		2		|	1.981	3.000	-0.865	-0.344
23		2		3		|	-1.569	3.922	-2.091	-2.098
24		2		4		|	-1.312	4.638	-1.238	-1.353
25		2		5		|	-0.960	4.887	-0.513	-0.827
26		2		6		|	-0.744	-0.684	-0.736	-0.732
27		2		7		|	-0.686	-0.644	-0.740	-0.656
28		2		8		|	-0.582	-0.569	-0.612	-0.644
29		2		9		|	-0.600	-0.572	-0.600	-0.508
30		3		0		|	-1.673	-2.000	-1.993	-2.098
31		3		1		|	2.971	-2.098	-2.177	-1.798
32		3		2		|	4.000	1.529	1.380	1.498
33		3		3		|	5.000	3.837	2.564	1.604
34		3		4		|	6.000	4.811	3.460	2.512
35		3		5		|	4.113	7.000	4.644	2.089
36		3		6		|	-0.569	7.090	-0.525	-0.326
37		3		7		|	-0.498	-0.441	0.068	-0.452
38		3		8		|	-0.401	-0.477	-0.484	-0.422
39		3		9		|	-0.400	-0.479	-0.400	-0.419
40		4		0		|	-1.667	-1.660	-1.700	-1.755
41		4		1		|	-1.412	-1.617	-1.591	-1.653
42		4		2		|	4.008	-1.374	-1.437	-0.643
43		4		3		|	5.942	-0.368	-0.871	-0.911
44		4		4		|	7.000	0.521	0.098	1.265
45		4		5		|	7.349	8.000	5.699	5.329
46		4		6		|	-0.190	8.997	0.610	-0.163
47		4		7		|	-0.290	0.627	-0.157	-0.229
48		4		8		|	-0.300	-0.372	-0.282	-0.311
49		4		9		|	-0.390	-0.381	-0.300	-0.310
50		5		0		|	-1.433	-1.361	-1.400	-1.386
51		5		1		|	-1.248	-1.340	-1.227	-1.311
52		5		2		|	-0.552	-0.893	-0.969	-0.925
53		5		3		|	3.064	-0.550	-0.537	-0.574
54		5		4		|	7.761	-0.200	-0.076	0.406
55		5		5		|	9.000	8.115	5.515	6.298
56		5		6		|	6.842	10.000	7.607	7.116
57		5		7		|	-0.208	-0.100	8.753	-0.112
58		5		8		|	-0.200	-0.200	0.340	-0.210
59		5		9		|	-0.300	-0.300	-0.290	-0.200
60		6		0		|	-1.154	-1.140	-1.199	-1.250
61		6		1		|	-0.985	-1.056	-1.139	-1.038
62		6		2		|	-0.760	-0.743	-0.735	-0.792
63		6		3		|	-0.004	-0.399	-0.443	-0.419
64		6		4		|	2.962	-0.209	-0.100	-0.100
65		6		5		|	9.867	0.000	0.000	0.791
66		6		6		|	0.000	0.000	0.000	0.000
67		6		7		|	-0.100	-0.100	1.900	0.000
68		6		8		|	-0.200	-0.100	-0.090	-0.100
69		6		9		|	-0.300	-0.300	-0.200	-0.210
70		7		0		|	-0.967	-0.918	-0.900	-1.001
71		7		1		|	-0.908	-0.850	-0.840	-0.885
72		7		2		|	-0.706	-0.686	-0.717	-0.652
73		7		3		|	-0.519	-0.499	-0.419	-0.403
74		7		4		|	-0.234	-0.200	-0.218	-0.002
75		7		5		|	-0.100	-0.100	-0.100	0.844
76		7		6		|	-0.100	-0.100	-0.100	0.000
77		7		7		|	-0.100	-0.100	-0.100	-0.100
78		7		8		|	-0.200	-0.100	-0.100	-0.100
79		7		9		|	-0.300	-0.300	-0.200	-0.200
80		8		0		|	-0.759	-0.782	-0.800	-0.862
81		8		1		|	-0.751	-0.702	-0.731	-0.753
82		8		2		|	-0.639	-0.597	-0.615	-0.636
83		8		3		|	-0.464	-0.501	-0.428	-0.501
84		8		4		|	-0.290	-0.408	-0.210	-0.300
85		8		5		|	-0.200	-0.210	-0.100	-0.190
86		8		6		|	-0.200	-0.200	-0.100	-0.100
87		8		7		|	-0.200	-0.209	-0.200	-0.100
88		8		8		|	-0.200	-0.200	-0.200	-0.200
89		8		9		|	-0.300	-0.300	-0.300	-0.200
90		9		0		|	-0.768	-0.700	-0.690	-0.706
91		9		1		|	-0.670	-0.698	-0.670	-0.708
92		9		2		|	-0.578	-0.590	-0.602	-0.586
93		9		3		|	-0.472	-0.500	-0.516	-0.500
94		9		4		|	-0.381	-0.390	-0.410	-0.381
95		9		5		|	-0.290	-0.300	-0.309	-0.200
96		9		6		|	-0.381	-0.200	-0.200	-0.200
97		9		7		|	-0.300	-0.290	-0.290	-0.200
98		9		8		|	-0.300	-0.200	-0.200	-0.290
99		9		9		|	-0.300	-0.300	-0.290	-0.300

*************** Q table for run 9 ***************
State#	Xcoord	Ycoord	|	North	East	South	West
0		0		0		|	-2.349	-2.392	-2.390	-2.387
1		0		1		|	-2.334	-2.404	-2.361	-2.299
2		0		2		|	-2.224	-2.317	-2.310	-2.288
3		0		3		|	-1.979	-1.962	-2.085	-2.000
4		0		4		|	-1.649	-1.697	-1.608	-1.691
5		0		5		|	-1.294	-1.342	-1.375	-1.297
6		0		6		|	-1.059	-1.058	-1.010	-0.997
7		0		7		|	-0.914	-0.954	-0.879	-0.897
8		0		8		|	-0.653	-0.689	-0.857	-0.700
9		0		9		|	-0.681	-0.695	-0.618	-0.600
10		1		0		|	-2.471	-2.403	-2.481	-2.380
11		1		1		|	-2.201	-2.413	-2.444	-2.395
12		1		2		|	-2.435	1.600	-2.448	-2.409
13		1		3		|	-2.034	-2.082	-2.089	-2.109
14		1		4		|	-1.611	-0.032	-1.663	-1.577
15		1		5		|	-1.210	-1.208	-1.298	-1.229
16		1		6		|	-0.908	-0.820	-0.903	-0.918
17		1		7		|	-0.752	-0.816	-0.859	-0.828
18		1		8		|	-0.667	-0.582	-0.743	-0.600
19		1		9		|	-0.590	-0.663	-0.600	-0.608
20		2		0		|	-2.068	-2.478	-2.378	-2.433
21		2		1		|	1.710	-2.495	-2.744	-2.493
22		2		2		|	1.609	3.000	0.026	-0.410
23		2		3		|	3.865	-1.393	-1.635	-2.179
24		2		4		|	-1.451	4.996	-1.292	-1.657
25		2		5		|	-0.911	-0.955	-0.338	-0.937
26		2		6		|	-0.566	1.474	-0.565	-0.625
27		2		7		|	-0.576	-0.561	-0.552	-0.649
28		2		8		|	-0.501	-0.563	-0.501	-0.541
29		2		9		|	-0.500	-0.572	-0.500	-0.517
30		3		0		|	-2.157	-2.159	-2.190	-2.121
31		3		1		|	2.666	-2.073	-2.082	-2.138
32		3		2		|	4.000	1.645	0.693	1.904
33		3		3		|	5.000	4.074	2.493	1.611
34		3		4		|	3.317	6.000	3.700	3.373
35		3		5		|	5.851	-0.565	-0.540	-0.619
36		3		6		|	-0.397	7.685	0.018	-0.275
37		3		7		|	-0.393	-0.381	0.258	-0.448
38		3		8		|	-0.401	-0.473	-0.477	-0.430
39		3		9		|	-0.500	-0.569	-0.400	-0.419
40		4		0		|	-1.845	-1.769	-1.800	-1.779
41		4		1		|	-1.703	-1.749	-1.672	-1.329
42		4		2		|	4.218	-1.413	-1.551	-1.492
43		4		3		|	5.996	-0.335	-0.873	-0.533
44		4		4		|	6.167	7.000	4.404	4.785
45		4		5		|	0.566	7.926	1.379	0.078
46		4		6		|	-0.190	8.990	0.959	0.163
47		4		7		|	-0.399	0.165	1.706	-0.210
48		4		8		|	-0.390	-0.382	-0.390	-0.425
49		4		9		|	-0.381	-0.471	-0.390	-0.419
50		5		0		|	-1.535	-1.465	-1.500	-1.458
51		5		1		|	-1.256	-1.316	-1.414	-1.382
52		5		2		|	0.854	-0.983	-1.034	-1.018
53		5		3		|	6.510	-0.527	-0.663	-0.128
54		5		4		|	8.000	6.353	3.984	5.807
55		5		5		|	9.000	8.173	6.705	4.991
56		5		6		|	5.435	10.000	7.245	6.985
57		5		7		|	-0.200	7.963	-0.100	-0.089
58		5		8		|	-0.300	-0.209	-0.271	-0.312
59		5		9		|	-0.390	-0.290	-0.381	-0.320
60		6		0		|	-1.229	-1.240	-1.200	-1.234
61		6		1		|	-1.060	-1.094	-1.134	-1.100
62		6		2		|	-0.601	-0.751	-0.858	-0.775
63		6		3		|	1.898	-0.391	-0.409	-0.319
64		6		4		|	8.660	-0.223	-0.210	0.550
65		6		5		|	9.990	-0.048	1.638	-0.174
66		6		6		|	0.000	0.000	0.000	0.000
67		6		7		|	-0.100	-0.100	9.775	0.509
68		6		8		|	-0.200	-0.100	-0.090	-0.100
69		6		9		|	-0.190	-0.200	-0.190	-0.211
70		7		0		|	-1.050	-1.100	-1.095	-1.091
71		7		1		|	-0.918	-0.868	-1.036	-0.973
72		7		2		|	-0.707	-0.682	-0.757	-0.752
73		7		3		|	-0.432	-0.501	-0.446	-0.402
74		7		4		|	-0.190	-0.302	-0.329	1.698
75		7		5		|	-0.100	-0.100	-0.100	1.312
76		7		6		|	-0.100	-0.100	-0.100	1.000
77		7		7		|	-0.200	-0.201	-0.100	-0.100
78		7		8		|	-0.200	-0.200	-0.200	-0.100
79		7		9		|	-0.200	-0.290	-0.200	-0.100
80		8		0		|	-0.965	-0.880	-0.900	-0.932
81		8		1		|	-0.837	-0.883	-0.809	-0.841
82		8		2		|	-0.647	-0.718	-0.726	-0.718
83		8		3		|	-0.472	-0.507	-0.538	-0.490
84		8		4		|	-0.381	-0.318	-0.309	-0.328
85		8		5		|	-0.290	-0.200	-0.200	-0.254
86		8		6		|	-0.200	-0.200	-0.200	-0.190
87		8		7		|	-0.210	-0.219	-0.200	-0.200
88		8		8		|	-0.200	-0.218	-0.282	-0.200
89		8		9		|	-0.200	-0.299	-0.290	-0.200
90		9		0		|	-0.864	-0.800	-0.800	-0.808
91		9		1		|	-0.839	-0.800	-0.800	-0.816
92		9		2		|	-0.736	-0.690	-0.702	-0.708
93		9		3		|	-0.564	-0.500	-0.602	-0.503
94		9		4		|	-0.388	-0.400	-0.410	-0.407
95		9		5		|	-0.200	-0.299	-0.291	-0.290
96		9		6		|	-0.290	-0.200	-0.200	-0.200
97		9		7		|	-0.300	-0.300	-0.290	-0.200
98		9		8		|	-0.300	-0.200	-0.291	-0.200
99		9		9		|	-0.300	-0.300	-0.281	-0.299

