Episode No.,Run0steps,Run1steps,Run2steps,Run3steps,Run4steps,Run5steps,Run6steps,Run7steps,Run8steps,Run9steps,
602,12,10,12,10,8,10,8,10,14,8,
603,10,12,8,8,8,10,8,10,8,8,
604,10,8,8,8,8,14,8,8,10,10,
605,8,8,16,8,8,8,12,10,10,10,
606,8,10,8,10,8,8,8,10,8,8,
607,12,8,8,10,10,10,10,8,8,12,
608,8,8,10,10,8,8,12,8,10,8,
609,10,8,8,8,8,10,10,8,8,8,
610,8,8,8,8,8,8,8,8,8,8,
611,8,8,8,8,10,10,8,8,8,8,
612,10,8,10,8,12,10,12,8,10,8,
613,8,10,10,10,14,12,8,8,14,14,
614,8,8,14,8,10,8,10,14,8,8,
615,10,8,12,12,10,8,8,8,8,10,
616,8,10,10,10,8,8,12,10,8,10,
617,10,8,8,10,10,8,10,12,8,12,
618,10,8,8,8,8,10,10,8,10,8,
619,8,8,8,10,8,8,10,8,10,8,
620,8,10,8,8,10,10,8,8,12,8,
621,8,8,12,12,8,8,12,8,8,8,
622,14,10,10,12,8,8,8,8,10,8,
623,8,8,8,10,8,8,10,8,8,12,
624,8,10,10,8,10,8,8,10,10,8,
625,8,8,10,10,8,12,8,12,8,10,
626,8,10,8,8,8,8,10,8,12,12,
627,8,8,12,8,12,8,10,10,8,14,
628,8,8,10,12,8,10,8,10,8,8,
629,8,12,10,10,8,8,8,8,8,8,
630,12,10,8,8,8,8,8,10,8,8,
631,10,10,8,8,8,8,12,10,8,8,
632,12,8,8,8,8,8,8,10,10,8,
633,10,20,8,10,10,15,8,8,8,8,
634,8,10,8,12,8,8,8,8,12,8,
635,8,8,10,14,8,10,10,8,10,8,
636,8,12,8,10,14,10,8,8,10,10,
637,14,8,8,8,8,8,8,8,8,12,
638,8,10,10,10,10,8,10,10,8,10,
639,10,10,10,8,8,8,8,8,10,8,
640,10,8,10,8,12,8,17,8,8,8,
641,8,8,8,10,8,10,8,8,8,8,
642,8,10,8,8,8,8,10,8,8,8,
643,8,8,8,8,10,8,10,10,8,10,
644,8,8,12,10,8,8,8,8,8,8,
645,14,10,8,10,10,8,8,8,8,8,
646,8,8,8,8,8,10,8,8,8,8,
647,10,8,8,8,8,12,12,10,8,10,
648,10,8,8,8,8,8,10,8,8,8,
649,8,8,8,8,8,10,8,8,8,8,
650,10,10,8,10,10,8,10,8,8,8,
651,10,10,8,8,8,8,8,8,8,10,
652,8,8,8,10,8,8,8,10,16,8,
653,10,10,8,8,12,8,8,8,10,10,
654,8,12,8,8,8,23,8,10,10,10,
655,14,8,8,8,10,8,10,10,8,10,
656,8,8,8,8,10,8,10,10,8,10,
657,8,8,10,8,8,8,10,14,8,10,
658,10,10,8,8,8,8,8,8,12,8,
659,8,8,8,14,10,8,8,10,8,8,
660,8,8,10,10,8,10,8,10,10,12,
661,8,8,12,8,8,10,8,10,10,8,
662,12,10,10,8,10,8,8,8,8,8,
663,8,8,8,8,8,10,8,8,8,12,
664,8,8,8,8,8,8,10,10,8,8,
665,8,10,10,10,8,8,8,10,8,12,
666,8,12,10,8,10,8,8,8,8,8,
667,8,8,8,8,8,8,8,10,10,10,
668,8,8,8,8,8,8,8,14,10,10,
669,10,8,8,10,8,8,8,8,10,8,
670,8,8,10,12,8,8,8,10,10,8,
671,8,8,8,8,10,8,10,8,8,8,
672,8,8,8,10,8,14,8,14,10,8,
673,8,8,8,8,10,8,8,8,10,8,
674,8,10,8,10,10,8,8,8,8,8,
675,8,8,12,8,10,8,10,10,8,8,
676,10,8,8,8,8,10,8,8,8,10,
677,8,8,8,8,8,10,8,10,10,8,
678,8,8,8,8,8,8,10,8,8,10,
679,10,8,8,8,8,8,10,8,8,12,
680,8,8,8,8,10,10,8,8,8,8,
681,10,16,8,10,8,10,8,8,8,8,
682,8,10,8,8,10,8,8,8,10,8,
683,8,8,8,8,8,8,8,12,8,10,
684,8,10,8,8,10,8,8,14,10,8,
685,8,10,10,8,8,8,10,10,10,10,
686,10,8,10,10,10,10,8,14,10,8,
687,8,8,10,8,8,8,10,8,10,8,
688,8,10,8,12,10,10,10,14,8,8,
689,8,12,8,8,10,8,8,12,10,10,
690,8,10,8,8,8,8,10,8,8,8,
691,10,8,12,8,8,14,8,8,8,16,
692,8,8,8,8,8,8,10,14,8,8,
693,8,8,8,10,8,8,8,8,8,8,
694,8,14,8,8,8,8,8,8,8,8,
695,8,12,8,8,8,10,8,10,8,8,
696,8,10,8,8,8,8,8,8,10,14,
697,10,8,8,10,10,8,8,8,12,8,
698,8,8,10,8,8,8,8,10,8,8,
699,10,8,8,8,8,12,8,8,8,10,
700,8,10,8,8,10,8,10,12,8,8,
701,12,8,8,12,8,8,10,10,8,8,
702,14,10,10,8,14,8,8,8,8,8,
703,8,8,10,10,10,10,8,8,8,10,
704,14,8,10,12,10,8,8,10,8,10,
705,10,14,8,8,8,10,8,8,8,8,
706,12,8,10,10,8,8,8,12,8,8,
707,8,8,10,8,8,8,14,8,10,8,
708,8,8,8,10,8,10,8,10,8,8,
709,8,8,8,8,10,8,8,8,8,10,
710,10,8,10,8,8,8,10,10,8,8,
711,8,8,8,10,8,8,8,10,8,8,
712,8,8,8,8,8,8,8,8,8,8,
713,10,8,8,8,8,8,8,10,8,8,
714,8,8,10,14,12,8,8,8,8,8,
715,8,10,10,8,12,10,8,8,8,8,
716,8,10,12,8,8,8,8,8,8,8,
717,10,8,8,8,10,8,8,8,8,8,
718,8,8,14,8,10,8,8,8,10,14,
719,8,8,12,10,8,8,10,10,8,8,
720,8,8,8,8,8,8,8,10,8,8,
721,8,12,8,8,8,10,10,8,8,10,
722,12,8,8,8,12,8,8,10,12,8,
723,12,8,8,8,10,12,8,8,8,10,
724,14,8,8,8,8,10,8,10,8,8,
725,8,12,8,8,8,12,8,8,8,12,
726,8,8,8,8,8,8,8,8,10,8,
727,8,8,8,10,8,8,8,8,8,10,
728,8,8,10,8,8,8,8,8,8,8,
729,8,8,10,14,8,8,12,8,8,8,
730,12,8,8,8,8,12,8,10,10,10,
731,8,8,8,10,10,10,8,8,10,10,
732,10,8,10,8,8,8,8,12,8,8,
733,8,8,8,8,8,8,8,8,8,8,
734,10,8,10,8,8,8,10,8,8,12,
735,12,10,10,8,8,8,8,8,10,8,
736,8,10,10,10,8,10,8,8,14,8,
737,8,8,8,8,10,8,10,8,8,10,
738,10,10,8,8,10,8,8,8,8,10,
739,10,8,8,8,8,8,8,10,8,8,
740,8,12,8,8,8,10,8,10,8,10,
741,8,8,8,8,8,8,10,8,8,8,
742,10,8,8,8,10,10,10,10,8,8,
743,8,8,8,8,8,8,8,10,12,10,
744,16,8,8,8,8,12,12,10,8,10,
745,8,10,8,10,8,10,10,12,10,8,
746,8,8,8,10,8,10,10,12,8,8,
747,8,8,12,8,10,8,8,8,10,8,
748,10,8,8,10,8,8,8,8,10,8,
749,8,12,8,10,8,8,8,10,8,12,
750,8,8,10,10,8,8,8,8,8,10,
751,10,12,12,8,10,10,10,8,8,12,
752,8,10,10,10,34,10,8,12,10,10,
753,8,8,8,10,8,8,10,8,8,8,
754,8,8,8,8,10,10,10,8,8,8,
755,8,10,10,8,8,8,10,8,14,8,
756,8,8,8,8,8,10,8,12,8,8,
757,8,12,8,12,8,8,8,8,10,8,
758,8,12,8,10,8,8,8,8,10,8,
759,8,8,12,14,10,8,10,10,8,8,
760,8,8,8,10,8,8,10,8,8,8,
761,8,8,8,10,8,8,8,8,8,8,
762,8,8,8,8,10,8,8,8,8,8,
763,10,8,8,8,10,8,8,10,8,10,
764,8,8,8,10,12,8,10,8,8,10,
765,10,12,8,8,12,10,8,10,10,8,
766,8,8,12,8,8,8,8,8,8,8,
767,8,10,10,8,8,14,8,14,8,10,
768,8,10,8,10,8,8,10,8,10,12,
769,8,8,12,12,10,12,10,10,8,8,
770,8,8,8,10,8,8,8,8,8,8,
771,10,8,8,12,8,8,10,8,8,8,
772,10,10,8,12,8,8,8,8,10,8,
773,10,10,14,8,10,10,8,8,8,8,
774,8,8,8,8,8,8,10,8,8,8,
775,8,10,8,10,10,8,8,8,8,8,
776,10,8,12,10,10,8,8,10,10,12,
777,8,10,15,12,10,10,10,8,10,8,
778,8,16,22,8,8,8,8,8,10,10,
779,8,8,8,8,10,10,8,8,10,8,
780,8,8,8,10,10,10,10,10,10,8,
781,10,10,8,10,8,10,8,8,8,10,
782,10,10,8,10,12,8,8,8,8,8,
783,10,8,12,8,8,10,8,10,8,12,
784,8,10,8,10,8,8,8,8,8,8,
785,8,8,8,12,8,8,8,10,10,8,
786,8,8,8,12,8,8,10,10,8,8,
787,8,8,10,8,8,8,8,12,8,8,
788,8,8,10,8,10,10,8,12,8,8,
789,10,10,8,8,8,10,8,8,8,10,
790,10,8,8,8,8,10,8,8,8,8,
791,8,8,12,10,8,8,8,10,8,8,
792,10,8,8,8,8,8,8,8,12,12,
793,10,12,8,8,8,10,8,8,8,10,
794,8,12,8,8,8,12,8,10,8,8,
795,8,8,8,14,8,8,10,12,8,10,
796,8,8,10,8,8,8,8,8,8,12,
797,12,8,8,8,10,8,10,10,8,15,
798,10,12,10,10,8,10,14,8,12,10,
799,8,10,8,8,8,8,8,10,8,14,
800,12,10,12,8,8,12,10,8,8,8,
801,14,10,8,8,8,8,8,10,8,8,
802,8,8,8,8,8,8,8,10,8,10,
803,8,8,10,8,10,8,10,8,8,10,
804,10,8,8,8,8,8,8,10,8,12,
805,8,10,8,8,8,12,8,12,8,12,
806,8,8,8,10,8,8,10,10,10,8,
807,8,8,10,8,10,10,8,10,8,10,
808,12,8,8,8,8,8,12,10,8,8,
809,10,8,8,8,8,8,10,10,8,8,
810,8,8,10,8,8,12,8,16,8,8,
811,8,10,10,8,10,10,10,8,8,10,
812,8,10,10,8,10,10,10,14,8,8,
813,8,10,8,12,12,8,8,8,14,10,
814,8,12,8,10,8,10,8,8,8,8,
815,10,12,8,8,8,10,8,8,8,8,
816,10,8,10,8,12,8,8,8,8,12,
817,12,12,8,12,8,8,8,8,8,8,
818,10,8,10,8,16,12,14,8,8,10,
819,8,10,8,8,10,8,8,8,8,10,
820,8,12,8,8,8,8,14,8,8,10,
821,10,8,8,8,8,8,8,8,10,8,
822,10,8,10,10,10,8,12,8,8,10,
823,8,8,8,8,10,8,10,8,8,10,
824,8,8,8,10,8,8,8,10,8,8,
825,8,16,8,10,8,8,12,8,8,10,
826,8,8,14,8,10,8,10,8,10,10,
827,8,10,10,8,10,8,8,8,8,8,
828,8,8,8,8,8,12,8,8,8,8,
829,8,8,8,12,8,8,8,10,8,8,
830,8,8,10,8,8,8,8,8,8,8,
831,8,10,8,8,31,10,8,12,10,8,
832,8,12,8,10,8,10,8,8,8,8,
833,8,8,10,10,12,10,8,8,14,8,
834,8,10,12,8,14,8,8,8,8,8,
835,8,8,14,8,8,8,8,8,10,8,
836,8,8,10,8,10,8,8,12,8,8,
837,8,8,10,8,8,8,8,8,12,10,
838,8,10,8,8,8,8,10,8,8,8,
839,8,10,8,8,8,10,12,10,8,8,
840,12,12,10,12,8,8,16,8,12,8,
841,8,8,8,10,8,8,10,12,8,8,
842,8,8,10,8,8,8,8,10,8,8,
843,10,12,8,8,8,8,10,12,10,8,
844,8,8,8,8,8,8,10,8,10,10,
845,10,8,10,8,8,8,8,8,12,8,
846,8,10,10,8,8,8,8,10,10,8,
847,8,8,10,8,12,8,10,8,10,8,
848,10,10,8,8,12,12,8,8,10,8,
849,8,8,10,8,14,8,8,8,8,8,
850,8,8,10,14,10,10,8,8,8,8,
851,8,18,8,8,8,12,8,8,8,8,
852,8,8,8,8,14,10,8,8,8,8,
853,8,10,10,8,8,10,8,8,8,12,
854,8,8,8,8,8,8,10,10,8,10,
855,8,8,10,8,8,8,8,8,8,10,
856,8,10,12,16,8,8,8,10,8,8,
857,8,8,14,8,8,8,10,10,8,12,
858,8,8,8,8,8,8,8,10,8,8,
859,10,12,8,8,8,8,12,8,8,8,
860,8,8,8,10,8,10,8,8,8,10,
861,8,8,10,10,8,10,8,8,10,8,
862,8,8,8,12,8,8,8,10,10,8,
863,8,10,8,8,8,8,12,8,8,10,
864,8,14,8,8,8,10,8,8,10,12,
865,8,10,8,8,8,10,10,8,10,8,
866,8,10,10,10,10,10,8,10,12,10,
867,10,10,8,8,10,8,8,8,8,8,
868,8,8,10,8,10,10,10,10,14,12,
869,8,8,8,8,8,8,8,8,8,10,
870,8,8,8,8,8,8,10,8,8,8,
871,8,8,8,10,12,10,8,8,8,12,
872,10,8,10,12,8,10,10,14,10,8,
873,12,8,8,8,8,10,8,14,8,8,
874,10,8,10,8,10,8,10,8,8,8,
875,8,8,10,8,8,10,8,8,10,10,
876,8,14,8,10,12,8,8,10,8,8,
877,8,8,8,8,8,8,8,10,8,8,
878,10,14,8,14,8,8,12,10,8,8,
879,10,8,8,8,10,12,8,8,8,8,
880,8,12,10,8,12,8,8,12,8,8,
881,10,8,8,8,8,8,8,8,8,12,
882,12,8,8,10,10,10,10,10,8,10,
883,8,8,8,12,14,8,10,12,8,8,
884,8,8,8,10,8,10,8,8,10,10,
885,8,8,14,10,10,8,8,10,12,8,
886,8,8,10,8,8,8,16,8,10,8,
887,8,10,8,10,10,8,8,8,8,10,
888,10,8,8,8,8,8,8,8,8,8,
889,12,10,8,10,16,8,8,10,12,8,
890,10,10,8,8,10,8,8,8,8,16,
891,10,8,8,8,10,8,8,10,10,8,
892,8,10,8,8,8,8,10,8,8,8,
893,10,8,8,10,8,8,10,8,14,8,
894,8,8,10,8,10,12,10,8,10,8,
895,8,8,12,8,8,14,10,10,8,10,
896,8,8,12,12,10,8,8,8,8,10,
897,10,8,8,10,8,8,8,10,8,10,
898,10,10,10,8,8,8,8,12,12,8,
899,8,8,8,8,8,8,10,12,8,10,
900,10,10,8,8,8,8,8,10,8,10,
901,8,10,10,8,8,8,8,8,12,8,
902,14,8,8,8,8,8,10,8,8,10,
903,8,8,8,8,8,8,8,8,8,10,
904,8,8,8,8,14,8,8,8,8,8,
905,8,8,8,10,8,8,10,10,8,10,
906,8,8,8,8,8,8,8,8,8,8,
907,8,10,8,10,8,10,8,10,8,8,
908,8,8,8,8,10,10,8,10,8,8,
909,8,8,10,8,8,8,10,8,8,14,
910,10,8,8,8,8,8,8,12,8,10,
911,8,10,12,8,12,8,10,10,8,8,
912,8,10,10,8,10,8,10,10,8,8,
913,8,8,10,8,8,8,8,16,10,10,
914,8,8,8,8,8,10,8,8,10,10,
915,8,12,12,8,8,8,10,8,8,8,
916,10,10,10,12,8,8,10,8,8,8,
917,8,8,10,8,8,10,8,10,10,8,
918,8,10,10,8,10,16,8,10,8,10,
919,10,10,10,10,8,18,8,8,8,8,
920,8,10,8,12,8,8,8,8,8,8,
921,8,8,10,8,8,10,14,8,8,8,
922,12,10,8,10,8,10,8,8,8,10,
923,8,8,10,8,8,10,8,8,8,10,
924,8,8,8,8,10,10,8,8,8,10,
925,10,8,8,10,8,8,12,10,10,10,
926,10,10,10,8,8,8,8,8,8,8,
927,8,10,8,8,8,8,8,12,10,10,
928,10,10,10,8,8,8,10,8,10,8,
929,8,8,8,10,8,8,10,8,8,8,
930,12,8,8,14,8,8,8,8,8,10,
931,12,8,8,10,10,8,8,12,8,8,
932,8,14,8,8,10,8,8,10,8,8,
933,8,10,10,8,10,12,8,14,8,8,
934,12,8,10,8,8,8,8,8,8,22,
935,14,10,8,12,10,12,8,8,8,12,
936,8,10,10,21,10,12,12,8,10,8,
937,8,16,12,8,10,10,8,8,10,8,
938,8,10,10,10,12,12,8,8,8,10,
939,10,10,10,12,10,8,8,8,8,8,
940,8,8,8,8,15,12,8,8,8,8,
941,8,8,8,8,8,8,10,8,8,10,
942,10,10,8,8,8,8,8,8,8,8,
943,10,14,8,8,8,8,8,8,8,10,
944,8,10,8,10,10,8,10,8,12,8,
945,8,8,10,8,10,8,8,12,8,18,
946,8,10,10,8,8,10,10,8,8,10,
947,8,8,10,8,8,8,12,10,8,8,
948,8,12,10,8,8,8,8,8,8,8,
949,10,8,10,8,8,8,10,12,8,10,
950,8,12,10,8,10,12,12,8,8,8,
951,10,12,10,8,10,10,10,8,10,10,
952,8,8,10,8,10,10,8,10,10,8,
953,8,8,8,8,10,10,8,8,8,8,
954,10,10,12,8,10,8,8,10,8,8,
955,8,8,8,12,10,10,10,10,8,8,
956,8,8,8,8,8,10,8,10,8,8,
957,8,8,8,8,10,8,8,10,10,8,
958,8,14,8,10,8,10,10,10,8,12,
959,8,12,8,8,10,8,8,8,10,8,
960,16,8,8,27,8,10,8,8,8,10,
961,10,8,8,8,8,10,8,10,8,8,
962,8,8,12,8,8,10,12,12,10,10,
963,8,10,10,10,10,10,8,12,10,10,
964,8,8,8,8,8,8,8,10,10,10,
965,8,24,10,10,8,10,12,10,8,12,
966,14,8,8,12,8,8,8,10,10,8,
967,8,8,10,10,8,12,8,8,8,8,
968,8,8,8,8,8,8,10,8,8,10,
969,8,8,8,8,8,8,8,10,8,8,
970,10,8,8,8,8,10,8,8,10,8,
971,8,14,8,8,8,8,8,8,10,8,
972,10,8,10,8,8,8,8,8,10,8,
973,8,10,8,8,8,8,8,8,8,10,
974,8,8,8,10,8,8,8,8,8,8,
975,8,12,8,10,8,8,8,8,10,8,
976,10,8,12,10,8,8,8,10,8,8,
977,8,8,8,10,8,8,8,8,8,8,
978,8,8,8,10,8,8,8,8,10,10,
979,10,8,8,8,8,10,8,10,10,8,
980,10,10,8,8,8,8,10,8,10,8,
981,8,12,8,12,12,12,10,10,10,8,
982,8,8,8,10,8,8,8,8,10,8,
983,8,8,8,8,8,8,8,12,8,10,
984,8,10,10,8,10,10,8,14,10,8,
985,10,8,8,8,14,12,10,10,8,8,
986,8,8,8,10,8,12,10,16,8,8,
987,8,8,8,10,8,8,8,10,12,8,
988,8,12,8,8,8,12,8,12,8,8,
989,12,8,8,12,8,10,10,8,8,8,
990,8,8,8,8,8,10,8,8,8,10,
991,8,8,8,8,8,10,10,8,10,10,
992,8,8,10,8,8,8,14,8,8,10,
993,8,8,8,8,8,8,8,8,8,8,
994,10,8,8,8,12,8,8,8,8,10,
995,10,8,10,8,12,8,8,8,8,8,
996,8,8,8,8,8,8,8,8,8,10,
997,8,10,8,10,8,8,8,8,8,8,
998,10,8,8,8,10,8,8,10,8,10,
999,8,10,8,8,8,8,8,10,10,8,
